JO_REQST_NO,CMPNY_NM,JO_SJ,JOBCODE_NM,CAREER_CND_NM,ACDMCR_NM,EMPLYM_STLE_CMMN_MM,HOPE_WAGE,WORK_PARAR_BASS_ADRES_CN,SUBWAY_NM,WORK_TIME_NM,HOLIDAY_NM,WEEK_WORK_HR,RCEPT_CLOS_NM,RCEPT_MTH_NM,PRESENTN_PAPERS_NM,MNGR_PHON_NO,BSNS_SUMRY_CN,DTY_CN,RET_GRANTS_NM,JO_FEINSR_SBSCRB_NM,JO_REG_DT,WELFARE_CN,직무상세성점수,기업소개점수,급여품질점수,복지점수,근무조건점수,출퇴근편의점수,종합점수,등급
H954202607160057,평택여객(주),평택시 평택여객(주) 버스 운전원 모집(마을버스),"노선버스 운전원(시내, 마을, 시외, 고속)",경력,관계없음,계약직,월급 / 320만원 ,경기 평택시평택여객(주),,"오전06:00 ~13:00 오전반  
오후14:00 ~운행종료까지  오후반
*추후 약간의 변경",주5일근무,40,마감일 (2026-09-15),방문 고용24 입사지원  ,이력서 경력증명서  ,031-646-1243,시내버스,"버스운전

[여객운송 > 차량운행]
운행 법규 준수하기,차량 안전 상태 확인하기,승객 편의 제공하기",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,5.0,5.0,20.0,7.4,20.0,7.0,64.4,C
H954202607231026,우진디엠씨 주식회사, 영종구 중산동 조양타워 상가 건물 청소 미화원 찾습니다,환경·청소 관리자,경력,관계없음,계약직,월급 / 185만원 ,인천 영종구,," 월~금요일 근무시간 (오전) 7시 00분~(오후) 3시 00분
 격주 토요일 근무시간 ",주5일근무,32,마감일 (2026-09-15),방문 고용24 입사지원  ,이력서   ,032-540-2029,"시설관리, 청소, 경비용역","[모집직무]
상가건물 내부 및 외부 청소 업무, 미화 업무, 화장실 청소업무

[직무소개]
우리 회사는 상가 건물의 청결을 책임지는 핵심적인 역할을 담당하는  청소 미화 서비스 하실 분을 모집합니다 . 
본 직무는 건물 내부 및 외부 청소를 통해 깨끗하고 쾌적한 환경을 위하여  근면,성실 하시고 친절 하실 분을 
모집합니다

[주요업무]
- 상가건물 내부 청소 및 관리
- 상가건물 외부 청소 및 관리
- 화장실 청소 및 관리",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-23,,17.5,5.0,20.0,7.4,20.0,7.0,76.9,B
H954202607160636,지기컴퍼니,주식회사 지기컴퍼니 본사 정규직 채용,,무관,관계없음,상용직,월급 / 250만원 ,경기 하남시,,평일 주 5일 (오전) 9시 00분 ~ (오후) 6시 00분 ,주5일근무,40,마감일 (2026-09-15),방문 고용24 입사지원  ,이력서   ,031-730-7003,"기업컨설팅 , 기업관리대행 , 인력파견업 , 소프트웨어개발업","기업관리대행 

알바몬 , 잡코리아등 플랫폼을 통하여 인재서칭 및 인력관리 업무

급여 및 근무스케줄 관리",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,8.0,6.2,20.0,7.4,20.0,7.0,68.6,C
H954202607160391,더조은재가복지센터,양주시 만송동 ) 5등급  케어하실 요양보호사님 모십니다.,재가 간병인,무관,관계없음,상용직(시간제),시급 / 10320원 ,"경기 양주시만송동, 은빛마을휴먼시아 501동",,(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분,주5일근무,15,마감일 (2026-09-15),방문 고용24 입사지원  ,이력서 기타  ,031-560-1965,"방문요양,방문 목욕","5등급  남자 어르신 케어입니다.
치매교육수료하신분이어야 합니다.
인지프로그램제공과 식사준비 주변정리등 5등급 전반적인 업무수행이 주업무입니다.

근무일은  월요일부터 금요일까지 5일근무입니다.
근무시간은 오전 9시부터 12시까지.  (조정 가능합니다.)
급여는 * 수당 포함 총 시급 13,500원입니다.",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,6.5,5.0,18.0,7.4,20.0,7.0,63.9,C
H954202607160159,주식회사 드림피플파트너스,[ 서울 용산구 ] 감리단 사무보조원  모집,행정사·문서대행자,무관,관계없음,계약직,월급 / 216만원 ,서울 용산구,,(근무시간) (오전) 9시 00분 ~ (오후) 6시 00분,주5일근무,40,마감일 (2026-09-15),고용24 입사지원   ,이력서 자기소개서  ,02-2155-6683,"인재채용, 아웃소싱, 파견업체","- 수원 권선구 감리단  사무보조원
- 워드, 엑셀등의 OA프로그램을 활용한 문서작업 및 문서관리 등
- 내방객 응대, 전화응대
- 간단한 사무실 청소
- 기사 사무보조 업무 등
- 근무시간 : 09:00~18:00 / 주5일근무
- 급여 : 월 2,157,000원 ",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,8.0,5.0,20.0,7.4,20.0,7.0,67.4,C
H954202607161082,주식회사 퍼스트이엔씨,◎ 미화원 채용 [인천 우미린더시그니처],"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",무관,관계없음,계약직,월급 / 100만원 ,"인천 검단구상가 1,2,3동 ",,(근무시간) (오전) 8시 00분 ~ (오전) 11시 00분,주6일근무,15,마감일 (2026-09-15),고용24 입사지원   ,이력서   ,02-3282-9233,"부동산관리, 컨설팅, 건물관리, 부동산매매업 외","◎ 미화원 채용 [인천 우미린더시그니처]

근무지
ㆍ도로명: 인천광역시 검단구 이음5로 39
ㆍ지   번: 인천광역시 검단구 원당동 1022-1

담당업무
ㆍ건물 공용부 청소
ㆍ상가 1,2,3동 화장실, 계단, 복도, 외부주차장, 외부계단, 주차장, 주차장통로

근무조건
ㆍ근무시간: 주6일(월~토), 08:00~11:00
ㆍ급    여: 월 100만원(세전)

접수방법
ㆍ고용24지원 지원
ㆍ이메일 fstenckbs@gmail.com",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,14.5,5.0,20.0,7.4,20.0,7.0,73.9,B
H954202607200797,사단법인 한국근육장애인협회,중증장애인 동료상담가 모집 (장애인만 지원 가능),상담 전문가,무관,관계없음,계약직,월급 / 82만원 ,서울 광진구,,"(근무시간) 주 15시간
월- 금 (오후) 1시 00분 ~ (오후) 4시 00분",주5일근무,15,마감일 (2026-09-15),방문   ,이력서   ,02-2047-9922,사단법인 한국근육장애인협회,"1. 동료상담가 
-동료상담가 1인당 월 동료상담 10건 이상
-동료상담 활동일지 작성

2. 신청자격 및 선발방법 

□ 신청자격: 서울시 거주 만18세 이상 장애인복지법상 등록된 미취업 중증장애인으로 동료상담가 양성교육(집단동료상담) 기초과정과 심화과정을 수료한 자 또는 장애인 동료상담 자격증 소지자 

□ 선발방법 : 공개모집

□ 면 접: 서류제출 후 면접

□ 제출서류 : 동료상담 참가신청서, 동료상담교육 기초/심화과정수료증 또는 동료상담 관련 자격증(아래 자격요건 참조), 보안서약서

□ 접수방법 : 이메일 kmda@hanmail.net, 방문접수 중 선택 

□ 합격자발표 : 면접 후 다음날 

□ 문 의: 02-2654-4399

근로조건 : 주 15시간, 최저임금 및 주휴수당 지급, 4대보험 가입(근로계약서 작성)
근무방법 : 주 5일, 1일 3시간 근무 

자격요건 ① 장애인동료상담사 자격 취득자 ② 장애인 자립생활센터의 동료상담가 양성 심화과정 수료자 ③ 시·도(광역) 정신건강증진센터, 전주시 Peer둘이 사업의 정신장애인 동료지원가 양성교육 국립정신건강센터 표준교육안을 기반으로 한 동료지원가 양성과정 수료자 ④ 발달장애인 자립생활센터의 발달장애인 동료지원가 양성과정 수료자 ⑤ 한국척수장애인협회의 척수장애인 활동가 양성교육 수료자 ⑥ 한국복지대학교 장애상담심리과 졸업자, 재활/교육/심리 및 사회사업분야의 전문학사 이상의 학위 소지자 ⑦ 「평생교육법」 상 장애인평생교육시설에서 운영하는 동료지원활동 관련 교육과정 수료자 ⑧ 장애인고용공단에서 실시하는 동료지원가 양성교육 수료자 기타 ①~⑦에 준하는 동료상담, 자조모임 활동 관련 교육과정 수료자",해당없음,고용보험 산재보험 건강보험 국민연금,2026-07-20,,14.5,5.0,20.0,6.2,20.0,7.0,72.7,B
H954202607160255,미소나래재가복지센터,[남부터미널 인근/4등급 여자어르신/11:30~14:30(시간약간협의 가능)] 재가요양보호사,재가 간병인,무관,관계없음,상용직(시간제),시급 / 10320원 ,서울 서초구서초동,,(근무시간) (오전) 11시 00분 ~ (오후) 2시 30분,주5일근무,15,마감일 (2026-09-15),방문 기타  ,기타   ,02-2147-3684,방문요양 서비스,"- 대상자 : 남부터미널 인근 4등급 여자어르신
- 직무 내용 : 일생생활지원, 정서지원
- 근무시간 11:30~14:30시 주5일 
- 시급 10,320원 + 기타 수당

* 지원 문의 : 전화(010-2732-7995)",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,6.5,5.0,18.0,7.4,20.0,7.0,63.9,C
H954202607160510,솔인스타즈,[ 솔인스타즈]  인재 채용 공고,행정사·문서대행자,무관,관계없음,상용직,월급 / 250만원 ,서울 송파구,,(근무시간) (오전) 9시 00분 ~ (오후) 6시 00분,주5일근무,40,마감일 (2026-09-15),방문   ,이력서   ,02-879-5774,도소매,"[ 솔인스타즈] 인재 채용 공고
- 직무내용: 사무보조, 행사 기획 및 운영, 제안서 및 기획서 기획
- 근무시간: 09:00~18:00, 주 5일
- 월급:250만원

* 대기업 상대로 업무 진행,책임감 있고, 사무업무 잘하는 인재 채용, 출장 업무 있음(자차 필요)",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,11.0,5.0,20.0,7.4,20.0,7.0,70.4,B
H954202607160324,행복한세상 주야간보호센터,[안양 박달동] 주야간보호센터 요양보호사 채용 ,요양 보호사 및 간병인,무관,관계없음,상용직,시급 / 10320원 ,경기 안양시,,"- 09:30-18:30 / 10:00-19:00 (근무시간 조율 가능) 주5일
- 휴게시간(점심시간 1시간",주5일근무,0,마감일 (2026-09-15),방문   ,이력서   ,031-8045-3754,주야간보호센터/요양,"[안양 박달동] 주야간보호센터 요양보호사 채용 

- 어르신케어 등 전반적인 요양보호사 업무 
- 근무시간 
  : 09:30-18:30 / 10:00-19:00 (근무시간 조율 가능) 주5일
- 야간근무 가능자(수당별도 지급 : 월평균 약 5회)
- 운전면허 필수(운전가능자) 

- 월  급 : 2,156,880원

- 지원문의 : 031-8045-3754",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,13.0,5.0,18.0,7.4,20.0,7.0,70.4,B
H954202607160226,우리어르신재가복지센터,재가요양보호사 모집 - 3등급 / 여자어르신 / 유원문래아파트,재가 간병인,무관,관계없음,상용직(시간제),시급 / 10320원 ,서울 영등포구,,13:00~16:00 / 주5일,주5일근무,15,마감일 (2026-09-15),기타   ,기타   ,02-2670-3796,"장기요양기관, 방문요양","[재가요양보호사 모집]

직무: 3등급 여자어르신 돌봄 - 80세 어르신, 기저귀하고 있으나 혼자 처리가능.  일상생활지원 및 가사지원 등 

근무시간: 13:00~16:00 / 주5일 

시급: 10,320원 (주휴수당 2,064원, 연차수당 594원, 기타수당 122원 별도)

* 전화지원 010-2356-0038 윤철관센터장",퇴직금,고용보험 산재보험  ,2026-07-16,,8.0,5.0,18.0,7.4,20.0,7.0,65.4,C
H954202607160666,성진정밀연마,원통연마 기술자 모집,연삭기 및 연마(광택)기 조작원,경력,관계없음,상용직,최소연봉 / 4000만원 ,인천 서해구성진정밀연마,,"평일 08:30 ~ 17:30
평일 잔업 18:00 ~ 20:30
수요일 08:30 ~ 17:30
토요일(특근) 08:00 ~ 1",주5일근무,40,마감일 (2026-09-15),방문 고용24 입사지원  ,이력서   ,032-540-2035,기계부품,"인천 서구 석남동 소재 중소기업

[모집 직무]
원통연마(연삭) 작업 기술자 구인

[직무 소개]
-펌프 장축샤프트, 부속품 가공 업무 후 품질 식별
-인원 : 1명

부담없이 지원 부탁드립니다.",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,8.0,5.0,20.0,7.4,20.0,7.0,67.4,C
H954202607160182,부모사랑복지센터,(경기 광주시 태전동/4등급/오후)재가요양보호사 모집,재가 간병인,무관,관계없음,상용직(시간제),시급 / 10320원 ,경기 광주시(힐스테이트 태전아파트) 면접시 상세주소 안내 예정,,12:00~15:00(주5일),주5일근무,15,마감일 (2026-09-15),기타   ,이력서 기타  ,02-3425-5834,방문요양 운영 등,"- 요양보호대상자: 4등급 할머님(만 83세)
- 직무내용: 일상가사지원, 신체활동지원
- 장기요양급여 적용 근로시간 : 12:00~15:00(주5일)
- 장기요양급여: 시급 10,320원(주차, 연차, 기타수당 별도)
- 지원방법: 통화 후, 내방(010-5272-7301)",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,6.5,5.0,18.0,7.4,20.0,7.0,63.9,C
H954202607160979,주식회사이레코리아,[마도면]평면연마작업,연삭기 및 연마(광택)기 조작원,신입,관계없음,상용직,월급 / 320만원 - 면접 후 협의가능 ,경기 화성시1층,,"평일 8:00~20:00
수   8:00~18:00 ",주5일근무,40,마감일 (2026-09-15),고용24 입사지원 기타  ,이력서   ,031-290-0823,자동차 금형부품 제조,"*마도면 연마조작원 직원모집
:금형부품 가공연마 주연마,평면연마,부연성형연마
-근무시간: 08:00~17:20분 (휴게시간 점심1시간, 오전,오후 10분씩)
-월급: 320만원

입사문의 031-433-6105",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,5.0,6.2,20.0,7.4,20.0,7.0,65.6,C
H954202607160143,햇님방문요양센터,[신내동] 1등급(여자어르신) 오전/오후(시간변경가능)  주5일 - 재가요양보호사 구인,재가 간병인,무관,관계없음,상용직(시간제),시급 / 10320원 ,서울 중랑구,,(근무시간) (오전) 10시 00분 ~ (오후) 2시 00분,주5일근무,15,마감일 (2026-09-15),방문 기타  ,기타   ,02-2094-2243,방문요양서비스,"-1등급(여자어르신)
-10:00 - 14:00 (주5일) / 오전, 오후등 시간 조절가능
-어르신돌봄에만 집중 / 보호자가 함께 케어해주심.
- 포괄임금 13,200원",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,5.0,5.0,18.0,7.4,20.0,7.0,62.4,C
H954202607220372,주식회사 희원빌,[양서면] 요양원 요양보호사(주간) 구인,요양 보호사 및 간병인,무관,관계없음,계약직,월급 / 225만원 ,경기 양평군희원빌,,주5일 07:00 ~ 16:00,주5일근무,40,마감일 (2026-09-15),방문 기타  ,이력서 기타  ,031-770-1022,노인복지시설 운영 및 관리,"* 채용직종 : 요양원 요양보호사 (주간 1명)
* 직무내용 : 어르신 케어
* 근무시간 : 주5일 07:00 ~ 16:00
* 급여 : 월 225만원
* 채용담당 : 황현숙 031-774-4786",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-22,,6.5,5.0,20.0,7.4,20.0,7.0,65.9,C
H954202607160408,주식회사 하디코리아,품질수입검사 사원모집,,무관,관계없음,상용직,시급 / 10970원 ,경기 화성시2동 4층,,(근무시간) (오전) 8시 30분 ~ (오후) 8시 00분,주5일근무,,마감일 (2026-09-15),방문 고용24 입사지원  ,이력서   ,031-290-0823,자동차 부품제조업,품질수입검사- 전산데이터 입력 및 수입검사,퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,5.0,5.0,18.0,7.4,16.0,7.0,58.4,C
H954202607160075,시온사랑 데이케어센터,[한강로2가/4등급] 재가요양보호사 구인,재가 간병인,무관,관계없음,상용직(시간제),시급 / 10320원 ,서울 용산구상세주소 채용담당자에게 확인,,(근무시간) (오전) 9시 30분 ~ (오후) 12시 30분,주5일근무,15,마감일 (2026-09-15),방문 기타  ,기타   ,02-2199-4535,데이케어센터 주야간보호센터 재가장기요양기관,"[ 삼각지역 인근] 4등급 할머니 재가요양보호

- 직무내용 : 가사 및 일상생활지원, 주변정리정돈

- 장기요양급여 적용 근로시간 : 1일 3시간
   - 주5일 근무(월~금) / 근무시간 : 09:30~12:30

- 시급: 13,000원 (최저시급 10,320원 + 주휴수당 등 별도)  ",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,6.5,5.0,18.0,7.4,20.0,7.0,63.9,C
H954202607160745,유니언테크(주),성적서관리할 직원 채용합니다.,기타 사무원,무관,관계없음,상용직,최소연봉 / 2800만원 - 면접 후 협의가능 ,경기 화성시유니언테크(주),,(근무시간) (오전) 8시 00분 ~ (오후) 5시 00분,주5일근무,40,마감일 (2026-09-15),고용24 입사지원   ,이력서 자기소개서  ,031-290-0821,금속표면처리,"금속표면처리 생산
- 성적서작성및관리
- 엑셀사용가능자
- 도면확인가능자(우대)",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,8.0,5.0,20.0,7.4,20.0,7.0,67.4,C
H954202607160573,한마음데이케어센터,[동대문구/미주아파트] 4등급 남자어르신 요양보호사 채용,재가 간병인,경력,관계없음,상용직,시급 / 10320원 ,서울 동대문구,,(근무시간) (오후) 3시 00분 ~ (오후) 6시 00분,주5일근무,,마감일 (2026-09-15),기타   ,기타   ,02-2004-7061,어르신 주야간보호,"[동대문구/미주아파트] 4등급 남자어르신 케어▶근무일 : 주5일▶근무시간 : 15:00~18:00▶직무: 간단한 식사도움 및 주변청소▶기본 시급 10,320원 + @ 주휴 및 기타수당 포함담당요양보호사 입원으로 1~2달동안 근무",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,6.5,5.0,18.0,7.4,16.0,7.0,59.9,C
